"","logFC","AveExpr","t","P.Value","adj.P.Val","B","gene"
"ZNF676",-0.0764692303974299,4.40010011898687,-0.199705899552536,0.842282037051799,0.999012655624892,-4.94404632164413,"ZNF676"
"BEAN1",-0.0798415734491372,4.73288485917237,-0.19968595373835,0.842297578161657,0.999012655624892,-4.97098960773882,"BEAN1"
"GALNT16",-0.0724769549944026,6.05343737252713,-0.199651148863077,0.842324697104105,0.999012655624892,-5.06169143919036,"GALNT16"
"FAM204A",0.0721053568409355,5.89737712881042,0.199561643375141,0.842394438043647,0.999012655624892,-5.05930304330558,"FAM204A"
"TMEM94",0.0820045874433616,5.07860456202567,0.199515906902954,0.84243007550281,0.999012655624892,-4.9968263757529,"TMEM94"
"SLC35D1",0.0723547846320926,5.4198047490336,0.199404006406823,0.842517268780375,0.999012655624892,-5.02891640183806,"SLC35D1"
"ANKRD36C",-0.077739375578365,6.14555282532887,-0.19937827287435,0.842537320722312,0.999012655624892,-5.06810710170858,"ANKRD36C"
"CDK18",0.0699493178797147,6.59452671544075,0.199024434602337,0.842813047207103,0.999012655624892,-5.09387885614186,"CDK18"
"VEGFA",0.0791498691414488,5.3567511984923,0.198943397746478,0.842876197492607,0.999012655624892,-5.01803207547921,"VEGFA"
"AP000317.1",-0.0851072825587031,4.40441811749061,-0.199087044041249,0.843019666091728,0.999012655624892,-4.94889387390298,"AP000317.1"
"WDR70",-0.0604760907073638,7.49062171357784,-0.198695907814549,0.843069067480176,0.999012655624892,-5.13686741690155,"WDR70"
"UBA3",-0.0699610338386711,5.84015501290263,-0.198681891559498,0.843079990696841,0.999012655624892,-5.04720432277426,"UBA3"
"AL118558.4",0.092660922844744,3.84444363617272,0.198958523964148,0.8431733407187,0.999012655624892,-4.9115465478226,"AL118558.4"
"ZNF587",-0.0756290170694144,5.03043487291373,-0.198499168124589,0.843222394440807,0.999012655624892,-4.9987846436328,"ZNF587"
"MRPL1",0.0738307854446646,5.93885073457489,0.19835967109738,0.843331113625603,0.999012655624892,-5.05378644527906,"MRPL1"
"NSUN7",-0.0839351011211425,4.31541766848239,-0.198355369654937,0.843334466070359,0.999012655624892,-4.94765655117103,"NSUN7"
"ZNF30",-0.0802749199122121,4.26024470765855,-0.198324274865402,0.84335870071638,0.999012655624892,-4.9343017392743,"ZNF30"
"AL354733.3",0.0888795719644722,4.10032415823517,0.198481851185636,0.843490494372669,0.999012655624892,-4.92309321102756,"AL354733.3"
"AC068491.2",-0.0903979357004629,3.94003406395564,-0.198504311882587,0.843507971538857,0.999012655624892,-4.91680550212917,"AC068491.2"
"MORC4",0.0758512705854743,5.50599959965317,0.198071990523323,0.843555331595363,0.999012655624892,-5.01752618409689,"MORC4"
"ARL4A",0.0834186234603862,4.68788967814545,0.197971800000075,0.843633423036509,0.999012655624892,-4.96974013827941,"ARL4A"
"AL139424.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL139424.2"
"AL031731.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL031731.1"
"AL359815.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL359815.1"
"AL109936.6",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL109936.6"
"CNR2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CNR2"
"AL590640.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL590640.1"
"AL353622.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL353622.1"
"AL049795.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL049795.1"
"CDCA8",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CDCA8"
"AL451062.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL451062.3"
"KDM4A-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"KDM4A-AS1"
"AL109659.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL109659.2"
"LINC01562",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01562"
"AL357673.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL357673.1"
"PCSK9",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PCSK9"
"AL445193.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL445193.2"
"AL033530.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL033530.1"
"AC093158.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093158.1"
"AL035409.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL035409.1"
"AC093423.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093423.3"
"C1orf146",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"C1orf146"
"AC092802.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC092802.2"
"AC104506.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC104506.1"
"LINC01676",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01676"
"FNDC7",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"FNDC7"
"GNAT2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"GNAT2"
"AC000032.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC000032.1"
"RBM15-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"RBM15-AS1"
"AL355816.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL355816.2"
"SYCP1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"SYCP1"
"AL359915.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL359915.1"
"AC239798.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC239798.2"
"HJV",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"HJV"
"AL391069.4",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL391069.4"
"S100A7",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"S100A7"
"AL162258.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL162258.2"
"SH2D2A",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"SH2D2A"
"CRP",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CRP"
"XCL1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"XCL1"
"AL139142.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL139142.1"
"Z99127.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"Z99127.1"
"AL122019.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL122019.1"
"AL354771.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL354771.1"
"LINC01680",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01680"
"RGS18",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"RGS18"
"ELF3-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ELF3-AS1"
"CHIT1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CHIT1"
"AC096637.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC096637.1"
"AL590648.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL590648.3"
"TGFB2-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"TGFB2-AS1"
"LINC02257",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02257"
"CAPN8",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CAPN8"
"AC138393.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC138393.3"
"LEFTY1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LEFTY1"
"AL670729.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL670729.3"
"AL117350.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL117350.1"
"AL136988.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL136988.1"
"AL391832.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL391832.2"
"ZNF670-ZNF695",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ZNF670-ZNF695"
"AC007314.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC007314.1"
"AC079148.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC079148.1"
"TDRD15",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"TDRD15"
"CIB4",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CIB4"
"LINC01946",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01946"
"AC068599.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC068599.1"
"LINC01819",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01819"
"AC015982.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC015982.1"
"LINC01185",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01185"
"AC093159.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093159.1"
"TMEM17",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"TMEM17"
"AC007365.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC007365.1"
"ST3GAL5-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ST3GAL5-AS1"
"AC159540.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC159540.2"
"AC092675.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC092675.1"
"BUB1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"BUB1"
"AC108463.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC108463.2"
"AC016745.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC016745.2"
"AC104653.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC104653.1"
"STEAP3-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"STEAP3-AS1"
"PRSS40A",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PRSS40A"
"AC008277.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC008277.1"
"ITGB6",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ITGB6"
"AC009495.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC009495.1"
"AC106900.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC106900.1"
"AC016751.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC016751.2"
"PDE11A",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PDE11A"
"AC019330.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC019330.1"
"AC096772.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC096772.1"
"LINC01807",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01807"
"SCN10A",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"SCN10A"
"AC018358.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC018358.1"
"CCR5",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CCR5"
"PRSS42",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PRSS42"
"UCN2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"UCN2"
"C3orf84",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"C3orf84"
"ABHD14A-ACY1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ABHD14A-ACY1"
"ITIH1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ITIH1"
"MDFIC2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"MDFIC2"
"CSNKA2IP",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CSNKA2IP"
"STX19",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"STX19"
"C3orf85",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"C3orf85"
"AC112487.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC112487.1"
"BTLA",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"BTLA"
"DRD3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"DRD3"
"UPK1B",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"UPK1B"
"MCM2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"MCM2"
"AC010207.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC010207.1"
"LINC02083",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02083"
"IQCJ-SCHIP1-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"IQCJ-SCHIP1-AS1"
"AC012081.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC012081.1"
"LINC01994",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01994"
"LINC01983",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01983"
"AC116565.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC116565.2"
"LINC02261",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02261"
"LINC01618",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC01618"
"EREG",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"EREG"
"AC096759.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC096759.2"
"AC092542.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC092542.1"
"LINC02469",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02469"
"AC019077.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC019077.1"
"ADH1C",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ADH1C"
"AP002075.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AP002075.1"
"AC096577.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC096577.1"
"AC098798.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC098798.1"
"AC109347.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC109347.1"
"IL21-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"IL21-AS1"
"AC021205.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC021205.3"
"AC121154.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC121154.1"
"AC110751.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC110751.1"
"AC093766.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093766.1"
"AC093835.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093835.1"
"ASB5",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ASB5"
"AC079226.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC079226.1"
"LINC02492",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02492"
"AC097521.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC097521.1"
"NKD2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"NKD2"
"AC010491.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC010491.1"
"AC010343.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC010343.3"
"AC122694.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC122694.1"
"CDC20B",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CDC20B"
"AC016644.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC016644.1"
"AC016642.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC016642.1"
"AC008592.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC008592.2"
"AC008906.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC008906.1"
"LINC02208",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02208"
"AC113418.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC113418.1"
"AC113349.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC113349.2"
"AC022101.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC022101.1"
"LMNB1-DT",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LMNB1-DT"
"AC002428.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC002428.2"
"SMAD5-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"SMAD5-AS1"
"AC244517.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC244517.1"
"AC005592.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC005592.1"
"SPINK9",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"SPINK9"
"AC113346.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC113346.2"
"FAM153B",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"FAM153B"
"BTNL3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"BTNL3"
"IRF4",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"IRF4"
"LINC02521",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"LINC02521"
"AL359643.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL359643.2"
"EEF1E1-BLOC1S5",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"EEF1E1-BLOC1S5"
"AL138885.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL138885.3"
"AL137003.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL137003.2"
"AL357052.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL357052.1"
"AL512380.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL512380.2"
"AL031775.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL031775.1"
"HIST1H3E",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"HIST1H3E"
"AL133255.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL133255.1"
"ATP6V1G2-DDX39B",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ATP6V1G2-DDX39B"
"C4A",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"C4A"
"C4B",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"C4B"
"UNC5CL",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"UNC5CL"
"FOXP4-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"FOXP4-AS1"
"AL583856.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL583856.2"
"AL356277.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL356277.3"
"AL445465.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL445465.1"
"AL078601.2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL078601.2"
"PRSS35",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PRSS35"
"AL033379.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL033379.1"
"MYB",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"MYB"
"PHACTR2-AS1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"PHACTR2-AS1"
"AL355297.3",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL355297.3"
"AL159163.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AL159163.1"
"FRMD1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"FRMD1"
"CYP2W1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"CYP2W1"
"AC093620.1",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"AC093620.1"
"ANKRD61",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"ANKRD61"
"RSPH10B2",0.0926176435133257,3.79491355802518,0.198353668526588,0.843643749607482,0.999012655624892,-4.91057071776641,"RSPH10B2"
